Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDA23,OUT018,1390.6884490986479
FDS60,OUT017,2851.0743413737573
FDE24,OUT013,2267.140323900987
FDR36,OUT027,2202.1947031182112
FDV60,OUT046,3115.8860998307905
FDH60,OUT018,2800.4463196168435
FDH24,OUT027,3891.4096755450646
FDY11,OUT035,1270.683345843269
FDO60,OUT049,882.0408306270656
FDL36,OUT046,1524.225640812908
FDB37,OUT018,3480.9625630950486
FDQ24,OUT046,3869.759141908463
FDI12,OUT035,1516.021682590539
FDI12,OUT018,1221.2060416677964
FDC37,OUT018,1466.2060817099334
FDQ12,OUT018,3278.9482440706743
FDB36,OUT049,2167.754074840707
FDC48,OUT013,1412.489276912441
FDX48,OUT046,2512.845011158423
FDU48,OUT046,2139.616848722907
FDR48,OUT019,500.84582426672887
FDN12,OUT049,1833.9808055153064
FDD36,OUT046,1933.0986832725157
FDB12,OUT027,3070.9342582070044
FDM36,OUT018,2473.390602622213
FDP36,OUT049,986.789913198862
FDO24,OUT017,2452.62609088931
FDC37,OUT035,1823.122577550676
FDA36,OUT046,2926.861906286512
FDD48,OUT013,1903.7514506297582
FDL24,OUT017,2809.55789489827
FDA48,OUT035,3462.791195654884
FDU60,OUT049,2754.53409113018
FDX36,OUT035,3564.825651367703
FDF24,OUT045,1454.6413671971627
FDO48,OUT027,4858.0468888502155
FDI24,OUT049,2844.422669033393
FDI48,OUT018,716.622333990832
FDU48,OUT013,2133.859881315826
FDV12,OUT045,1741.4896618351568
FDZ23,OUT019,1076.6020496399083
FDZ47,OUT019,-153.33411816945681
FDD48,OUT035,1920.326134118332
FDT48,OUT035,3175.275100081001
FDL12,OUT010,-766.9467479902687
FDI12,OUT027,2877.6281131895066
FDL12,OUT017,1031.1115240568702
FDI36,OUT013,3146.9787773603007
FDJ48,OUT018,3559.945191777228
FDC48,OUT049,1469.8399929376624
FDD36,OUT017,1971.8194871985938
FDC37,OUT017,1759.1687608162595
FDB60,OUT019,1216.029409781821
FDZ47,OUT013,1682.0927360849398
FDY48,OUT017,1739.6683300311372
FDX36,OUT010,1703.6104105700929
FDJ60,OUT010,816.0662509243648
FDO36,OUT046,2812.8860777519367
FDP24,OUT018,1654.085999143251
FDY36,OUT010,-545.7829289149199
FDS60,OUT049,2909.868672491001
FDM60,OUT035,855.255323098907
FDZ23,OUT017,2993.993405041667
FDN48,OUT046,1542.2162203788293
FDK60,OUT013,1678.7190931907671
FDS24,OUT019,-381.3912650855659
FDO48,OUT049,3567.3642377281085
FDA36,OUT049,2966.598763268813
FDH48,OUT027,2798.183816193374
FDU36,OUT045,1748.0373525659295
FDS48,OUT018,2133.0310642834984
FDB37,OUT045,3847.7673271518433
FDM12,OUT018,2704.710278505805
FDE24,OUT049,2282.9426770238174
FDV36,OUT049,2089.639233871594
FDO60,OUT045,937.855474364324
FDI48,OUT019,-877.3737289388496
FDB49,OUT035,1754.8810770573816
FDX48,OUT049,2536.268183104473
FDY12,OUT049,1003.3961340912642
FDS12,OUT049,2033.9806296093452
FDB60,OUT046,3074.594319891587
FDY60,OUT049,2377.8670154553347
FDP48,OUT013,2935.1796910062412
FDK24,OUT013,829.7065296928886
FDO36,OUT017,2821.596757545705
FDY36,OUT018,1008.6273197333899
FDZ48,OUT013,1858.2793718093837
FDJ48,OUT049,3899.8759228400277
FDZ12,OUT035,2301.29829837327
FDY24,OUT027,2378.0358566448463
FDA23,OUT045,1755.3154888984234
FDZ12,OUT017,2300.8788174352894
FDO24,OUT019,686.1588731042193
FDF12,OUT049,2380.781247841631
FDM12,OUT019,1126.751733873853
FDX23,OUT027,2980.3841446612514
FDR24,OUT019,-322.1024398470049
FDZ23,OUT046,2982.0380744079253
FDZ60,OUT013,1774.1730448437033
FDS36,OUT027,3198.773179178201
FDZ47,OUT045,1697.769916646934
FDN12,OUT035,1833.2474581720912
FDU60,OUT046,2713.3490011712393
FDV36,OUT035,2093.312267749731
FDX48,OUT045,2537.549694554381
FDT24,OUT017,1333.6533079587632
FDT12,OUT019,1720.511609656089
FDO48,OUT035,3538.449533469005
FDU60,OUT013,2704.630960024317
FDP36,OUT035,1014.5532776201867
FDF24,OUT013,1468.5292925799067
FDW23,OUT017,722.9668417144421
FDQ24,OUT027,5250.7531942946125
FDI36,OUT045,3164.1562376714555
FDZ12,OUT045,2297.3610246353132
FDM12,OUT049,3034.2853750677077
FDK60,OUT027,3012.324344238448
FDP36,OUT045,1032.5706357779736
FDN48,OUT017,1608.709688189175
FDA47,OUT049,2658.655035365934
FDZ47,OUT010,-174.5282132534321
FDP48,OUT019,1084.8767816956824
FDK24,OUT049,887.6423550888044
FDX24,OUT017,1589.7465069224454
FDJ60,OUT018,2342.6672822920855
FDL12,OUT018,782.5732068242928
FDW36,OUT013,1784.1679565937638
FDC48,OUT018,1095.8799314193816
FDM12,OUT046,2996.068942797932
FDV36,OUT046,2058.8026153593055
FDJ12,OUT010,1475.0503500349666
FDV24,OUT027,3724.343043334465
FDV48,OUT045,1457.0611369850328
FDB12,OUT017,1803.0822079702489
FDZ59,OUT045,2716.43048795876
FDY24,OUT046,976.7980472960735
FDA48,OUT013,3468.4570258663425
FDP36,OUT027,2343.1737068122306
FDS60,OUT010,972.8166824050345
FDZ60,OUT045,1769.0674301054871
FDZ48,OUT027,3186.172701977933
FDQ60,OUT013,2015.3735899288868
FDA35,OUT045,2049.56603833963
FDP24,OUT035,1979.9794104212472
FDG12,OUT013,2011.200821836151
FDT60,OUT049,2073.6297654855753
FDW48,OUT046,1361.6959647055048
FDB49,OUT013,1702.7557307723048
FDS12,OUT045,2014.5680091087547
FDC60,OUT013,1546.0585515463022
FDD48,OUT049,1929.9819623162157
FDD48,OUT017,1886.0040873875464
FDX60,OUT035,1358.8146534507016
FDW36,OUT045,1788.0199839089203
FDV24,OUT035,2421.116422924757
FDL36,OUT035,1520.225765386418
FDB37,OUT017,3811.1296462514
FDI36,OUT027,4494.575011869406
FDB60,OUT027,4414.272600106185
FDI48,OUT027,2357.068200597171
FDU48,OUT019,245.3732065282311
FDH48,OUT035,1474.3708760621416
FDM12,OUT027,4393.542995375832
FDE36,OUT013,2672.708498375849
FDN48,OUT049,1564.1416254055596
FDA48,OUT017,3431.237636516318
FDQ60,OUT049,2022.2733935777171
FDK48,OUT035,1306.4634233723148
FDH24,OUT045,2599.16862349843
FDG60,OUT017,3672.1747648706623
FDM36,OUT045,2822.0076327842344
FDO12,OUT045,3141.462475291102
FDK36,OUT018,607.8544027522776
FDB49,OUT027,3053.262614198753
FDQ12,OUT049,3626.2646093134167
FDI24,OUT018,2517.80141418359
FDK60,OUT045,1744.3995690434074
FDY36,OUT013,1304.4863815237966
FDM24,OUT013,2485.2624143338367
FDK36,OUT010,-950.8571527313647
FDR36,OUT018,552.1411185916263
FDV36,OUT018,1764.5510235325896
FDJ12,OUT046,3282.352433566063
FDO36,OUT010,955.0658751509536
FDS48,OUT049,2422.524158606572
FDV12,OUT019,-229.56734484939352
FDH60,OUT035,3141.148719134968
FDN24,OUT018,660.1605062797298
FDV48,OUT046,1398.140417297867
FDN60,OUT013,2537.193855940709
FDA35,OUT013,2022.0791235150282
FDH12,OUT046,1749.1102164702888
FDY11,OUT027,2541.2842858493723
FDY12,OUT027,2296.3226408247006
FDS36,OUT018,1581.2472623983733
FDX48,OUT035,2523.6550817630978
FDH12,OUT010,-156.16046292350302
FDL12,OUT049,1131.4559609519674
FDC60,OUT035,1571.499651410921
FDN24,OUT013,950.294126728736
FDW60,OUT017,2822.4635650350297
FDX24,OUT010,-297.2530722956567
FDM60,OUT027,2174.0806617650683
FDT12,OUT049,3578.791670509484
FDI60,OUT017,1234.5630851417543
FDJ36,OUT046,1729.5309775050653
FDP48,OUT035,2953.2321579114514
FDY48,OUT027,3083.280135249347
FDO24,OUT018,2196.7152440490026
FDN48,OUT013,1518.6870508539505
FDE24,OUT046,2262.5159218555264
FDQ24,OUT035,3935.379133076454
FDC48,OUT045,1475.2946333248115
FDA47,OUT019,702.1247368047129
FDM60,OUT045,914.7858398519452
FDQ36,OUT027,2119.0548602995705
FDL48,OUT045,1028.4524459881036
FDI36,OUT035,3160.582794306659
FDZ36,OUT010,1155.5222512832302
FDH60,OUT013,3140.880835873751
FDI60,OUT035,1209.9275183078482
FDK36,OUT049,967.6969910492217
FDU12,OUT017,4154.191005793065
FDK24,OUT017,894.4550312280298
FDI24,OUT046,2770.6609535078533
FDY48,OUT049,1743.916175043686
FDX12,OUT027,5185.326842512125
FDI48,OUT046,951.6697845303752
FDX11,OUT017,2948.064675075863
FDA36,OUT035,2952.4823645878573
FDI36,OUT010,1234.1765644577483
FDH48,OUT046,1453.1901884241904
FDV12,OUT046,1693.37759697856
FDO36,OUT045,2847.668874499925
FDC37,OUT045,1817.7649388714472
FDH24,OUT019,680.4537684499842
FDX23,OUT045,1618.5651555045608
FDD48,OUT046,1866.5595874789924
FDU48,OUT049,2151.1791552192435
FDC60,OUT018,1211.4842880706253
FDX24,OUT018,1289.17515068862
FDT36,OUT019,-1181.332174026656
FDZ59,OUT017,2740.409894325173
FDO48,OUT017,3563.111400366943
FDA35,OUT035,2093.45510862327
FDT60,OUT035,2041.7857924977566
FDH12,OUT018,1434.027106231145
FDY60,OUT035,2368.8072799111364
FDQ60,OUT018,1694.1406253126017
FDT60,OUT010,141.4482748699652
FDY60,OUT013,2393.7074135923235
FDA23,OUT010,-214.76859628116836
FDU24,OUT018,1295.3317866462887
FDM12,OUT013,3005.129498709127
FDI60,OUT027,2519.15611323226
FDR36,OUT049,871.398276235394
FDU11,OUT049,2028.1829470157124
FDU59,OUT017,2653.834358584615
FDP23,OUT010,1606.6738907401154
FDT59,OUT046,3617.4630007110636
FDU35,OUT018,1363.7280775984434
FDQ47,OUT046,726.8862240591748
FDS23,OUT013,2086.6641815639778
FDS35,OUT049,1175.2690317005263
FDX35,OUT018,3285.1830594470216
FDS59,OUT049,1891.7533309931282
FDY35,OUT013,908.3833572014296
FDY47,OUT019,296.39209586443303
FDN23,OUT018,2075.537523594975
FDV23,OUT017,2038.3409142016283
FDP59,OUT017,1723.3128280787778
FDQ11,OUT010,2184.7374138476357
FDX47,OUT045,2658.9583853793138
FDT11,OUT019,1152.3904310302328
FDT59,OUT019,1750.117259995042
FDV47,OUT045,1478.546077084875
FDW35,OUT013,843.8642228990211
FDQ23,OUT046,1741.144000070831
FDU23,OUT017,2724.441932223303
FDV11,OUT017,2887.597018083242
FDO23,OUT046,1534.3284386038324
FDU59,OUT035,2590.8185915888535
FDP59,OUT035,1787.2516678863658
FDO11,OUT013,3964.52213964576
FDV35,OUT019,564.5455397880974
FDW59,OUT049,1468.887612418825
FDQ59,OUT017,1513.696009371724
FDV23,OUT049,2069.1089380771555
FDW35,OUT027,2193.975639310749
FDP59,OUT013,1806.2342757039514
FDX35,OUT027,4945.135618087724
FDO11,OUT019,2078.3704496361224
FDS47,OUT018,1188.3709560636566
FDT23,OUT027,2762.1969864108514
FDT47,OUT013,1689.0646022100107
FDR59,OUT018,3822.2752614988935
FDS59,OUT017,1927.4675764285423
FDR35,OUT017,3189.245055067679
FDT11,OUT013,3044.602012421159
FDV35,OUT017,2456.3700970034956
FDW47,OUT035,2005.549517330957
FDV23,OUT013,2004.4360003792344
FDW11,OUT045,1155.1132890256158
FDU47,OUT027,3665.8493691101544
FDW59,OUT027,2811.0067338786325
FDX59,OUT017,739.0315679561618
FDR47,OUT013,3064.6022296661667
FDQ59,OUT049,1540.2155025633253
FDT59,OUT013,3619.09955632745
FDX59,OUT049,753.6932454238467
FDS11,OUT045,3543.891290127385
FDW11,OUT010,-747.6647776953318
FDV59,OUT049,3432.0797324255614
FDT47,OUT046,1648.9207675541256
FDP23,OUT019,1546.2696939674504
FDW11,OUT046,1085.909915647292
FDS35,OUT035,1153.8183801746786
FDP11,OUT018,3145.5960604592606
FDP11,OUT049,3475.1703508934374
FDV59,OUT027,4774.341659103319
FDR23,OUT046,2767.1900227187934
FDS23,OUT018,1793.5149022996015
FDV11,OUT018,2506.0627427324844
FDP23,OUT017,3454.7154854898904
FDW11,OUT035,1138.1965645972273
FDQ47,OUT019,-1217.6290885957492
FDQ23,OUT045,1833.723280776953
FDW59,OUT018,1170.4679119621883
FDS47,OUT019,-440.9054653902558
FDU11,OUT010,140.118273646945
FDR47,OUT045,3100.9391130395525
FDX47,OUT010,745.1690258424983
FDO11,OUT045,4005.3669751583316
FDQ23,OUT049,1737.912317319004
FDV35,OUT027,3842.6745765718024
FDR11,OUT046,2581.5251773796963
FDU35,OUT049,1694.7936302810597
FDT35,OUT035,2758.507855013089
FDW47,OUT017,2005.259705388458
FDX59,OUT010,-1123.5878949716894
FDT35,OUT013,2690.10138545186
FDP59,OUT049,1823.5525142211502
FDX47,OUT035,2578.6782194014013
FDS47,OUT010,-451.86025678142914
FDV35,OUT045,2478.1389162493324
FDR11,OUT010,708.1059730260099
FDT35,OUT027,4090.9913856184135
FDZ35,OUT013,1795.6364906321041
FDU47,OUT035,2295.4172499497563
FDT59,OUT010,1797.0118583336161
FDQ47,OUT049,759.1176712517854
FDV11,OUT013,2850.942881034936
FDQ11,OUT013,4039.030972186912
FDP23,OUT049,3461.9449367896627
FDT35,OUT045,2779.771000868323
FDU59,OUT045,2666.601244330958
FDO11,OUT035,3989.9844614008193
FDX35,OUT035,3621.440245665939
FDU35,OUT035,1705.9092128377129
FDO11,OUT017,3976.1252677999128
FDX59,OUT035,749.977221920441
FDR11,OUT027,3924.6140646082076
FDV59,OUT013,3417.7161558564044
FDQ11,OUT049,4047.451035560534
FDQ11,OUT045,4112.1471620717175
FDZ35,OUT019,-74.52209249728867
FDR47,OUT046,3073.3112803531135
FDV59,OUT017,3451.4932806122674
FDR23,OUT035,2809.1101746261115
FDT11,OUT045,3123.68627516046
FDQ47,OUT013,700.4281667273845
FDX35,OUT010,1759.945021249262
FDT35,OUT046,2728.437948204788
FDT47,OUT035,1701.1968764070991
FDU59,OUT018,2276.753045862018
FDU47,OUT046,2302.3768807817787
FDV23,OUT046,2013.139060953251
FDU47,OUT049,2302.0533259904614
FDU11,OUT046,1942.5794501444395
FDS59,OUT046,1834.2644348835584
FDV23,OUT010,218.12644715280976
FDQ11,OUT017,4094.977232480647
FDV47,OUT027,2795.018260146537
FDS23,OUT027,3418.052644941174
FDO23,OUT049,1591.7548619700333
FDT23,OUT017,1382.83064382161
FDY47,OUT017,2137.6841516235468
FDS11,OUT018,3266.309102673926
FDT47,OUT010,-191.58464898336706
FDT11,OUT049,3035.282598465345
FDT23,OUT035,1440.9552391854686
FDW35,OUT046,824.453909342245
FDN23,OUT017,2375.8801442165127
FDQ59,OUT018,1194.3597091068777
FDS11,OUT013,3585.9573267527903
FDW47,OUT018,1694.5300708527159
FDU11,OUT019,82.06433494090834
FDT47,OUT017,1718.4576974678437
FDT47,OUT018,1416.876953978525
FDO11,OUT018,3621.222103021276
FDY35,OUT017,961.4984596445674
FDR11,OUT018,2288.5693016719238
FDX35,OUT049,3638.4684616056147
FDQ23,OUT018,1412.8258599257065
FDP59,OUT019,-105.8928998326569
FDR11,OUT017,2590.076830971664
FDQ47,OUT027,2090.1158752671527
FDU35,OUT017,1678.6063840889199
FDU35,OUT013,1646.3898438632225
FDV47,OUT046,1412.3095704362072
FDR47,OUT035,3073.756081721767
FDR47,OUT019,1167.9444701943235
FDT35,OUT049,2745.9094641639085
FDT35,OUT018,2444.703923928241
FDV35,OUT013,2446.2225055797903
FDU47,OUT013,2321.8207087950586
FDT23,OUT010,-465.366427206548
FDV11,OUT027,4194.95051678126
FDW47,OUT027,3390.358708991728
FDY35,OUT046,927.4846492881143
FDP23,OUT046,3447.4080283429303
FDO49,OUT018,682.5165011078898
FDO49,OUT013,987.3086801713516
FDM25,OUT046,2806.7284497206456
FDN13,OUT035,1664.5355998841005
FDQ49,OUT018,2270.0386375532994
FDQ49,OUT010,734.735089553903
FDN49,OUT017,821.2724765102898
FDP37,OUT035,2070.9908064884626
FDK25,OUT018,2408.878004356331
FDP01,OUT046,2513.369839098076
FDM25,OUT045,2922.9794480961
FDQ49,OUT049,2599.5834598453985
FDL25,OUT013,1589.3049666851418
FDK25,OUT046,2661.862204651664
FDQ49,OUT035,2566.233401969863
FDM01,OUT045,1762.2108646268289
FDO01,OUT019,303.1895542961206
FDR37,OUT019,1085.2581506380875
FDM13,OUT027,3523.751780600392
FDQ37,OUT017,3110.267280436206
FDO13,OUT027,3986.5873477858736
FDO13,OUT018,2345.410896701619
FDQ49,OUT045,2600.091992380641
FDM13,OUT046,2135.6806338912675
FDP01,OUT013,2512.05930260753
FDM13,OUT045,2169.3219066297142
FDL13,OUT027,5048.438903187067
FDO49,OUT035,1057.2086257950823
FDQ37,OUT019,1188.856889070616
FDN01,OUT017,2797.879094506915
FDP49,OUT017,1095.523297157028
FDL25,OUT027,2947.7819151754234
FDL25,OUT045,1668.2753996435042
FDP37,OUT049,2123.526496451631
FDL25,OUT046,1556.524073844534
FDN49,OUT027,2173.3357024287207
FDM25,OUT019,974.5248546364633
FDN13,OUT027,3013.2006104889474
FDK25,OUT013,2710.945599416807
FDP01,OUT027,3844.955799542693
FDN25,OUT045,1076.3268604860673
FDR37,OUT018,2655.1284270042515
FDO01,OUT017,2217.846469536873
FDO01,OUT035,2178.3578023855407
FDN25,OUT046,1101.935100270276
FDN49,OUT045,900.7378583714008
FDN13,OUT018,1345.9332201507132
FDN25,OUT017,1101.779446799224
FDP37,OUT027,3398.322415962415
FDM01,OUT049,1781.3959693259612
FDM13,OUT049,2202.045447083965
FDO49,OUT017,1064.0809327680986
FDN01,OUT013,2790.552149137987
FDN49,OUT013,839.5363665737082
FDP37,OUT010,196.97276531584657
FDL13,OUT035,3706.790649772852
FDO37,OUT046,3604.4345453913197
FDM25,OUT049,2874.7963304959053
FDP37,OUT046,2036.472498316272
FDP49,OUT035,1113.915262774267
FDP01,OUT049,2558.9966748705046
FDP01,OUT045,2588.1429517670185
FDQ37,OUT049,3093.882567353841
FDO13,OUT046,2602.6860377494913
FDQ37,OUT045,3071.4541094528477
FDN01,OUT035,2837.0739543555705
FDL13,OUT046,3700.4230464601014
FDQ37,OUT018,2762.807098947485
FDR37,OUT017,2918.4448516729335
FDL25,OUT035,1596.9665892957885
FDP01,OUT018,2219.059141688626
FDN25,OUT027,2429.5538751085396
FDO01,OUT010,336.666027772676
FDO13,OUT035,2689.0429799651142
FDO01,OUT013,2188.4437360168613
FDO49,OUT045,1042.4452705551885
FDS49,OUT027,2756.78899770197
FDC26,OUT013,1858.153506298836
FDG02,OUT049,3068.0001160147917
FDR49,OUT045,911.2906106898849
FDZ25,OUT017,2817.960322865174
FDX13,OUT019,2023.2538797969112
FDO38,OUT010,-517.6742788728611
FDM14,OUT018,1569.3981277982837
FDM14,OUT013,1843.0454347010407
FDC50,OUT019,-317.30172301339553
FDK26,OUT010,1224.956173373485
FDF50,OUT018,2840.3769430774746
FDI50,OUT019,1768.3753396091165
FDL26,OUT045,2598.0300106403183
FDI02,OUT027,3256.1446324266485
FDB14,OUT017,1651.8303372189132
FDL26,OUT046,2487.7140785585943
FDS01,OUT035,2906.1964942013597
FDE02,OUT035,1635.393524959522
FDY13,OUT046,1324.70471142017
FDU01,OUT049,3048.642641613775
FDY01,OUT046,1912.69614814622
FDG14,OUT049,2537.873714121049
FDV49,OUT017,4146.687636885936
FDR13,OUT017,1999.3329229082965
FDZ37,OUT035,1588.2433387505664
FDY25,OUT035,2940.1843031013686
FDT13,OUT045,3084.085672922539
FDO50,OUT045,1636.2971712715105
FDT13,OUT018,2713.5564620916584
FDD14,OUT027,4259.996168262311
FDY49,OUT018,2444.308247758875
FDD14,OUT046,2880.8169003200906
FDU37,OUT019,-464.6733032204843
FDL14,OUT045,2604.219197784634
FDE38,OUT035,2739.867761519391
FDR13,OUT045,2012.0035921962738
FDB50,OUT019,-558.8071829013752
FDK50,OUT019,775.7183987424628
FDE38,OUT049,2742.10732817026
FDS37,OUT046,1940.7984170275136
FDB14,OUT049,1657.6864286225652
FDW25,OUT018,1176.38979017061
FDC14,OUT045,899.6242073393178
FDV25,OUT046,3489.571252969743
FDV25,OUT017,3514.9065182014065
FDB02,OUT017,2861.188609762409
FDZ01,OUT019,-58.44175158986991
FDH50,OUT049,3030.9062119362297
FDN02,OUT018,2957.271855320378
FDY25,OUT045,2971.857646978811
FDJ50,OUT027,2360.6141649886526
FDY01,OUT045,1963.958602518366
FDE02,OUT018,1278.6413283798795
FDK38,OUT046,2390.7006633979195
FDI50,OUT017,3719.543798125611
FDX13,OUT035,3971.18401863306
FDU01,OUT018,2707.286341245966
FDK50,OUT049,2678.66211969807
FDA25,OUT027,3159.8834363240458
FDI02,OUT049,1931.0375231985158
FDF14,OUT013,2474.4024434152484
FDJ50,OUT046,1021.075504105358
FDS01,OUT013,2899.9876254664523
FDL38,OUT017,1612.2856635871196
FDG02,OUT045,3103.3559498014392
FDJ38,OUT045,3102.533106539489
