Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDJ48,OUT049,3947.0
FDZ12,OUT035,2301.0
FDY24,OUT027,2387.0
FDA23,OUT045,1623.0
FDZ12,OUT017,2417.0
FDO24,OUT019,617.0
FDF12,OUT049,2357.0
FDM12,OUT019,1107.0
FDX23,OUT027,2985.0
FDR24,OUT019,-417.0
FDZ23,OUT046,3067.0
FDZ60,OUT013,1730.0
FDS36,OUT027,3239.0
FDZ47,OUT045,1646.0
FDN12,OUT035,1799.0
FDU60,OUT046,2781.0
FDV36,OUT035,2063.0
FDX48,OUT045,2517.0
FDT24,OUT017,1371.0
FDT12,OUT019,1725.0
FDO48,OUT035,3609.0
FDU60,OUT013,2724.0
FDP36,OUT035,967.0
FDF24,OUT013,1426.0
FDW23,OUT017,770.0
FDQ24,OUT027,5376.0
FDI36,OUT045,3194.0
FDZ12,OUT045,2259.0
FDM12,OUT049,3055.0
FDK60,OUT027,3049.0
FDP36,OUT045,891.0
FDN48,OUT017,1621.0
FDA47,OUT049,2673.0
FDZ47,OUT010,-237.0
FDP48,OUT019,1059.0
FDK24,OUT049,785.0
FDX24,OUT017,1607.0
FDJ60,OUT018,2371.0
FDL12,OUT018,743.0
FDW36,OUT013,1743.0
FDC48,OUT018,1043.0
FDM12,OUT046,3083.0
FDV36,OUT046,2069.0
FDJ12,OUT010,1501.0
FDV24,OUT027,3776.0
FDV48,OUT045,1335.0
FDB12,OUT017,1855.0
FDZ59,OUT045,2725.0
FDY24,OUT046,981.0
FDA48,OUT013,3519.0
FDP36,OUT027,2343.0
FDS60,OUT010,947.0
FDZ60,OUT045,1704.0
FDZ48,OUT027,3207.0
FDQ60,OUT013,2020.0
FDA35,OUT045,2009.0
FDP24,OUT035,1949.0
FDG12,OUT013,2003.0
FDT60,OUT049,2029.0
FDW48,OUT046,1335.0
FDB49,OUT013,1680.0
FDS12,OUT045,1980.0
FDC60,OUT013,1528.0
FDD48,OUT049,1873.0
FDD48,OUT017,1971.0
FDX60,OUT035,1301.0
FDW36,OUT045,1726.0
FDV24,OUT035,2427.0
FDL36,OUT035,1469.0
FDB37,OUT017,3947.0
FDI36,OUT027,4603.0
FDB60,OUT027,4492.0
FDI48,OUT027,2356.0
FDU48,OUT019,155.0
FDH48,OUT035,1421.0
FDM12,OUT027,4498.0
FDE36,OUT013,2704.0
FDN48,OUT049,1491.0
FDA48,OUT017,3603.0
FDQ60,OUT049,2007.0
FDK48,OUT035,1249.0
FDH24,OUT045,2495.0
FDG60,OUT017,3781.0
FDM36,OUT045,2825.0
FDO12,OUT045,3077.0
FDK36,OUT018,539.0
FDB49,OUT027,3090.0
FDQ12,OUT049,3655.0
FDI24,OUT018,2543.0
FDK60,OUT045,1633.0
FDY36,OUT013,1232.0
FDM24,OUT013,2510.0
FDK36,OUT010,-1067.0
FDR36,OUT018,509.0
FDV36,OUT018,1737.0
FDJ12,OUT046,3389.0
FDO36,OUT010,937.0
FDS48,OUT049,2391.0
FDV12,OUT019,-319.0
FDH60,OUT035,3191.0
FDN24,OUT018,591.0
FDV48,OUT046,1411.0
FDN60,OUT013,2535.0
FDA35,OUT013,2011.0
FDH12,OUT046,1759.0
FDY11,OUT027,2546.0
FDY12,OUT027,2302.0
FDS36,OUT018,1581.0
FDX48,OUT035,2539.0
FDH12,OUT010,-219.0
FDL12,OUT049,1063.0
FDC60,OUT035,1561.0
FDN24,OUT013,870.0
FDW60,OUT017,2991.0
FDX24,OUT010,-389.0
FDM60,OUT027,2163.0
FDT12,OUT049,3637.0
FDI60,OUT017,1255.0
FDJ36,OUT046,1761.0
FDP48,OUT035,3003.0
FDY48,OUT027,3093.0
FDO24,OUT018,2217.0
FDN48,OUT013,1462.0
FDE24,OUT046,2295.0
FDQ24,OUT035,4007.0
FDC48,OUT045,1325.0
FDA47,OUT019,671.0
FDM60,OUT045,761.0
FDQ36,OUT027,2118.0
FDL48,OUT045,875.0
FDI36,OUT035,3217.0
FDZ36,OUT010,1115.0
FDH60,OUT013,3185.0
FDI60,OUT035,1171.0
FDK36,OUT049,863.0
FDU12,OUT017,4319.0
FDK24,OUT017,879.0
FDI24,OUT046,2831.0
FDY48,OUT049,1673.0
FDX12,OUT027,5325.0
FDI48,OUT046,939.0
FDX11,OUT017,3053.0
FDA36,OUT035,2977.0
FDI36,OUT010,1259.0
FDH48,OUT046,1441.0
FDV12,OUT046,1713.0
FDO36,OUT045,2833.0
FDC37,OUT045,1739.0
FDH24,OUT019,607.0
FDX23,OUT045,1539.0
FDD48,OUT046,1875.0
FDU48,OUT049,2101.0
FDC60,OUT018,1203.0
FDX24,OUT018,1247.0
FDT36,OUT019,-1347.0
FDZ59,OUT017,2845.0
FDO48,OUT017,3691.0
FDA35,OUT035,2093.0
FDT60,OUT035,2021.0
FDH12,OUT018,1407.0
FDY60,OUT035,2383.0
FDQ60,OUT018,1709.0
FDT60,OUT010,81.0
FDY60,OUT013,2403.0
FDA23,OUT010,-287.0
FDU24,OUT018,1293.0
FDM12,OUT013,3044.0
FDI60,OUT027,2524.0
FDR36,OUT049,799.0
FDU11,OUT049,1987.0
FDU59,OUT017,2729.0
FDP23,OUT010,1557.0
FDT59,OUT046,3709.0
FDU35,OUT018,1333.0
FDQ47,OUT046,717.0
FDS23,OUT013,2075.0
FDS35,OUT049,1089.0
FDX35,OUT018,3377.0
FDS59,OUT049,1851.0
FDY35,OUT013,831.0
FDY47,OUT019,229.0
FDN23,OUT018,2103.0
FDV23,OUT017,2137.0
FDP59,OUT017,1822.0
FDQ11,OUT010,2247.0
FDX47,OUT045,2595.0
FDT11,OUT019,1123.0
FDT59,OUT019,1727.0
FDV47,OUT045,1391.0
FDW35,OUT013,747.0
FDQ23,OUT046,1745.0
FDU23,OUT017,2787.0
FDV11,OUT017,2991.0
FDO23,OUT046,1529.0
FDU59,OUT035,2605.0
FDP59,OUT035,1763.0
FDO11,OUT013,4054.0
FDV35,OUT019,503.0
FDW59,OUT049,1383.0
FDQ59,OUT017,1545.0
FDV23,OUT049,2025.0
FDW35,OUT027,2154.0
FDP59,OUT013,1776.0
FDX35,OUT027,5076.0
FDO11,OUT019,2097.0
FDS47,OUT018,1143.0
FDT23,OUT027,2781.0
FDT47,OUT013,1665.0
FDR59,OUT018,3929.0
FDS59,OUT017,1973.0
FDR35,OUT017,3275.0
FDT11,OUT013,3090.0
FDV35,OUT017,2569.0
FDW47,OUT035,1973.0
FDV23,OUT013,1977.0
FDW11,OUT045,1056.0
FDU47,OUT027,3731.0
FDW59,OUT027,2810.0
FDX59,OUT017,707.0
FDR47,OUT013,3082.0
FDQ59,OUT049,1487.0
FDT59,OUT013,3661.0
FDX59,OUT049,637.0
FDS11,OUT045,3595.0
FDW11,OUT010,-863.0
FDV59,OUT049,3449.0
FDT47,OUT046,1677.0
FDP23,OUT019,1517.0
FDW11,OUT046,1053.0
FDS35,OUT035,1093.0
FDP11,OUT018,3195.0
FDP11,OUT049,3493.0
FDV59,OUT027,4870.0
FDR23,OUT046,2819.0
FDS23,OUT018,1793.0
FDV11,OUT018,2553.0
FDP23,OUT017,3563.0
FDW11,OUT035,1065.0
FDQ47,OUT019,-1339.0
FDQ23,OUT045,1703.0
FDW59,OUT018,1115.0
FDS47,OUT019,-553.0
FDU11,OUT010,29.0
FDR47,OUT045,3089.0
FDX47,OUT010,673.0
FDO11,OUT045,4065.0
FDQ23,OUT049,1673.0
FDV35,OUT027,3900.0
FDR11,OUT046,2661.0
FDU35,OUT049,1633.0
FDT35,OUT035,2787.0
FDW47,OUT017,2091.0
FDX59,OUT010,-1313.0
FDT35,OUT013,2709.0
FDP59,OUT049,1775.0
FDX47,OUT035,2607.0
FDS47,OUT010,-531.0
FDV35,OUT045,2448.0
FDR11,OUT010,651.0
FDT35,OUT027,4178.0
FDZ35,OUT013,1772.0
FDU47,OUT035,2311.0
FDT59,OUT010,1803.0
FDQ47,OUT049,683.0
FDV11,OUT013,2889.0
FDQ11,OUT013,4139.0
FDP23,OUT049,3485.0
FDT35,OUT045,2771.0
FDU59,OUT045,2587.0
FDO11,OUT035,4087.0
FDX35,OUT035,3709.0
FDU35,OUT035,1671.0
FDO11,OUT017,4131.0
FDX59,OUT035,661.0
FDR11,OUT027,4011.0
FDV59,OUT013,3453.0
FDQ11,OUT049,4129.0
FDQ11,OUT045,4127.0
FDZ35,OUT019,-167.0
FDR47,OUT046,3141.0
FDV59,OUT017,3553.0
FDR23,OUT035,2821.0
FDT11,OUT045,3083.0
FDQ47,OUT013,641.0
FDX35,OUT010,1809.0
FDT35,OUT046,2797.0
FDT47,OUT035,1685.0
FDU59,OUT018,2295.0
FDU47,OUT046,2361.0
FDV23,OUT046,2035.0
FDU47,OUT049,2293.0
FDU11,OUT046,1967.0
FDS59,OUT046,1859.0
FDV23,OUT010,95.0
FDQ11,OUT017,4263.0
FDV47,OUT027,2791.0
FDS23,OUT027,3455.0
FDO23,OUT049,1521.0
FDT23,OUT017,1469.0
FDY47,OUT017,2259.0
FDS11,OUT018,3351.0
FDT47,OUT010,-253.0
FDT11,OUT049,3061.0
FDT23,OUT035,1415.0
FDW35,OUT046,775.0
FDN23,OUT017,2515.0
FDQ59,OUT018,1171.0
FDS11,OUT013,3660.0
FDW47,OUT018,1667.0
FDU11,OUT019,-11.0
FDT47,OUT017,1761.0
FDT47,OUT018,1405.0
FDO11,OUT018,3721.0
FDY35,OUT017,951.0
FDR11,OUT018,2331.0
FDX35,OUT049,3701.0
FDQ23,OUT018,1377.0
FDP59,OUT019,-193.0
FDR11,OUT017,2685.0
FDQ47,OUT027,2086.0
FDU35,OUT017,1701.0
FDU35,OUT013,1603.0
FDV47,OUT046,1391.0
FDR47,OUT035,3099.0
FDR47,OUT019,1129.0
FDT35,OUT049,2747.0
FDT35,OUT018,2477.0
FDV35,OUT013,2435.0
FDU47,OUT013,2333.0
FDT23,OUT010,-593.0
FDV11,OUT027,4288.0
FDW47,OUT027,3415.0
FDY35,OUT046,899.0
FDP23,OUT046,3539.0
FDO49,OUT018,637.0
FDO49,OUT013,931.0
FDM25,OUT046,2895.0
FDN13,OUT035,1633.0
FDQ49,OUT018,2297.0
FDQ49,OUT010,717.0
FDN49,OUT017,825.0
FDP37,OUT035,2061.0
FDK25,OUT018,2465.0
FDP01,OUT046,2577.0
FDM25,OUT045,2879.0
FDQ49,OUT049,2597.0
FDL25,OUT013,1579.0
FDK25,OUT046,2753.0
FDQ49,OUT035,2587.0
FDM01,OUT045,1734.0
FDO01,OUT019,237.0
FDR37,OUT019,1065.0
FDM13,OUT027,3566.0
FDQ37,OUT017,3201.0
FDO13,OUT027,4052.0
FDO13,OUT018,2369.0
FDQ49,OUT045,2591.0
FDM13,OUT046,2173.0
FDP01,OUT013,2527.0
FDM13,OUT045,2138.0
FDL13,OUT027,5190.0
FDO49,OUT035,1011.0
FDQ37,OUT019,1159.0
FDN01,OUT017,2941.0
FDP49,OUT017,1115.0
FDL25,OUT027,2991.0
FDL25,OUT045,1573.0
FDP37,OUT049,2091.0
FDL25,OUT046,1593.0
FDN49,OUT027,2177.0
FDM25,OUT019,951.0
FDN13,OUT027,3040.0
FDK25,OUT013,2756.0
FDP01,OUT027,3926.0
FDN25,OUT045,1010.0
FDR37,OUT018,2709.0
FDO01,OUT017,2277.0
FDO01,OUT035,2177.0
FDN25,OUT046,1107.0
FDN49,OUT045,755.0
FDN13,OUT018,1317.0
FDN25,OUT017,1123.0
FDP37,OUT027,3443.0
FDM01,OUT049,1757.0
FDM13,OUT049,2173.0
FDO49,OUT017,1077.0
FDN01,OUT013,2810.0
FDN49,OUT013,780.0
FDP37,OUT010,95.0
FDL13,OUT035,3795.0
FDO37,OUT046,3709.0
FDM25,OUT049,2901.0
FDP37,OUT046,2067.0
FDP49,OUT035,1077.0
FDP01,OUT049,2557.0
FDP01,OUT045,2517.0
FDQ37,OUT049,3099.0
FDO13,OUT046,2661.0
FDQ37,OUT045,3063.0
FDN01,OUT035,2867.0
FDL13,OUT046,3831.0
FDQ37,OUT018,2797.0
FDR37,OUT017,3081.0
FDL25,OUT035,1593.0
FDP01,OUT018,2245.0
FDN25,OUT027,2438.0
FDO01,OUT010,235.0
FDO13,OUT035,2709.0
FDO01,OUT013,2181.0
FDO49,OUT045,905.0
FDS49,OUT027,2760.0
FDC26,OUT013,1833.0
FDG02,OUT049,3075.0
FDR49,OUT045,811.0
FDZ25,OUT017,2911.0
FDX13,OUT019,2027.0
FDO38,OUT010,-615.0
FDM14,OUT018,1539.0
FDM14,OUT013,1801.0
FDC50,OUT019,-415.0
FDK26,OUT010,1185.0
FDF50,OUT018,2897.0
FDI50,OUT019,1777.0
FDL26,OUT045,2507.0
FDI02,OUT027,3311.0
FDB14,OUT017,1691.0
FDL26,OUT046,2529.0
FDS01,OUT035,2927.0
FDE02,OUT035,1607.0
FDY13,OUT046,1309.0
FDU01,OUT049,3071.0
FDY01,OUT046,1965.0
FDG14,OUT049,2543.0
FDV49,OUT017,4349.0
FDR13,OUT017,2117.0
FDZ37,OUT035,1569.0
FDY25,OUT035,2965.0
FDT13,OUT045,3015.0
FDO50,OUT045,1499.0
FDT13,OUT018,2741.0
FDD14,OUT027,4350.0
FDY49,OUT018,2479.0
FDD14,OUT046,2951.0
FDU37,OUT019,-553.0
FDL14,OUT045,2599.0
FDE38,OUT035,2761.0
FDR13,OUT045,1975.0
FDB50,OUT019,-665.0
FDK50,OUT019,711.0
FDE38,OUT049,2737.0
FDS37,OUT046,1961.0
FDB14,OUT049,1613.0
FDW25,OUT018,1139.0
FDC14,OUT045,803.0
FDV25,OUT046,3591.0
FDV25,OUT017,3693.0
FDB02,OUT017,3033.0
FDZ01,OUT019,-147.0
FDH50,OUT049,3057.0
FDN02,OUT018,3003.0
FDY25,OUT045,2959.0
FDJ50,OUT027,2337.0
FDY01,OUT045,1939.0
FDE02,OUT018,1247.0
FDK38,OUT046,2437.0
FDI50,OUT017,3867.0
FDX13,OUT035,4053.0
FDU01,OUT018,2759.0
FDK50,OUT049,2667.0
FDA25,OUT027,3205.0
FDI02,OUT049,1905.0
FDF14,OUT013,2472.0
FDJ50,OUT046,991.0
FDS01,OUT013,2914.0
FDL38,OUT017,1645.0
FDG02,OUT045,3099.0
FDJ38,OUT045,3135.0
FDK38,OUT019,469.0
FDB50,OUT035,1331.0
FDB38,OUT010,773.0
FDC26,OUT027,3204.0
FDE14,OUT027,3167.0
FDY37,OUT049,2389.0
FDD38,OUT018,1479.0
FDL14,OUT027,3986.0
FDL26,OUT035,2531.0
FDF38,OUT045,811.0
FDM38,OUT027,2418.0
FDA37,OUT045,2099.0
FDH26,OUT017,2465.0
FDA49,OUT018,1147.0
FDG14,OUT035,2571.0
FDY37,OUT017,2486.0
FDV01,OUT013,2561.0
FDG50,OUT027,2924.0
FDF38,OUT049,797.0
FDQ25,OUT013,2837.0
FDT01,OUT010,1523.0
FDY01,OUT017,2053.0
FDA25,OUT013,1754.0
FDT01,OUT035,3497.0
FDS01,OUT010,1001.0
FDP13,OUT045,757.0
FDV13,OUT045,1531.0
FDF14,OUT027,3888.0
FDZ37,OUT017,1659.0
FDF50,OUT046,3223.0
FDL14,OUT018,2347.0
FDX13,OUT010,2081.0
FDX13,OUT049,4003.0
FDV37,OUT018,2965.0
FDL02,OUT035,1809.0
FDO25,OUT045,3369.0
FDN50,OUT045,1639.0
FDP13,OUT010,-1135.0
FDW37,OUT018,1193.0
FDF02,OUT046,1737.0
FDT13,OUT013,3026.0
FDA49,OUT045,1447.0
FDF38,OUT027,2199.0
FDJ50,OUT010,-953.0
FDM14,OUT017,1925.0
FDJ26,OUT010,1603.0
FDU01,OUT035,3065.0
FDO50,OUT035,1549.0
FDE50,OUT017,3175.0
FDD02,OUT019,-23.0
FDF26,OUT049,2557.0
FDV25,OUT035,3605.0
FDT49,OUT010,-181.0
FDR13,OUT027,3402.0
FDN38,OUT049,4051.0
FDE26,OUT018,2049.0
FDF26,OUT013,2564.0
FDE38,OUT045,2697.0
FDD14,OUT017,3019.0
FDP38,OUT018,617.0
FDZ13,OUT049,967.0
FDZ37,OUT018,1263.0
FDJ14,OUT045,1419.0
FDJ38,OUT019,1185.0
FDN38,OUT010,2131.0
FDW01,OUT018,2173.0
FDL02,OUT045,1778.0
FDR01,OUT046,3309.0
FDQ01,OUT013,4122.0
FDN38,OUT017,4177.0
FDE02,OUT010,-347.0
FDF02,OUT027,3104.0
FDE14,OUT017,1819.0
FDC14,OUT035,847.0
FDZ25,OUT035,2883.0
FDZ13,OUT010,-1023.0
FDF38,OUT035,861.0
FDG14,OUT018,2235.0
FDF26,OUT046,2607.0
FDE38,OUT017,2819.0
FDL02,OUT027,3223.0
FDE38,OUT019,725.0
FDN50,OUT046,1683.0
FDX25,OUT045,2919.0
FDR49,OUT027,2214.0
FDD02,OUT018,1659.0
FDO25,OUT017,3477.0
FDP38,OUT046,927.0
FDB26,OUT018,695.0
FDZ25,OUT049,2843.0
FDB50,OUT027,2714.0
FDO25,OUT013,3375.0
FDE26,OUT019,363.0
FDH14,OUT027,3798.0
FDW01,OUT045,2449.0
FDK02,OUT027,3365.0
FDJ02,OUT018,2171.0
FDH14,OUT018,2037.0
FDZ37,OUT045,1557.0
FDX49,OUT049,3797.0
FDF38,OUT018,539.0
FDJ14,OUT018,1159.0
FDL02,OUT018,1533.0
FDB02,OUT049,2933.0
FDY37,OUT018,2095.0
FDJ38,OUT027,4520.0
FDA37,OUT019,187.0
FDK50,OUT045,2627.0
FDX49,OUT046,3845.0
FDA13,OUT010,-1269.0
FDA37,OUT027,3536.0
FDS25,OUT035,1909.0
FDG38,OUT035,1531.0
FDT01,OUT013,3440.0
FDK50,OUT046,2651.0
FDO38,OUT035,1345.0
FDI50,OUT046,3815.0
FDF50,OUT017,3255.0
FDZ49,OUT017,3709.0
FDU49,OUT046,1579.0
FDG50,OUT019,-431.0
FDK02,OUT046,1975.0
FDE50,OUT049,3079.0
FDC26,OUT017,1955.0
FDJ50,OUT018,639.0
FDC38,OUT018,1867.0
FDU37,OUT017,1495.0
FDR13,OUT035,2007.0
FDV37,OUT017,3313.0
FDH02,OUT010,-313.0
FDS13,OUT035,4229.0
FDT01,OUT018,3187.0
FDX01,OUT046,1985.0
FDB50,OUT013,1308.0
FDW37,OUT046,1551.0
FDE02,OUT045,1561.0
FDU13,OUT027,3799.0
FDY25,OUT049,2935.0
FDA37,OUT049,2129.0
FDH38,OUT045,1947.0
FDE26,OUT017,2487.0
FDJ02,OUT010,597.0
FDD50,OUT045,2704.0
FDF02,OUT010,-215.0
FDV01,OUT035,2599.0
FDY37,OUT010,517.0
FDJ02,OUT013,2457.0
FDL14,OUT013,2604.0
FDI38,OUT018,3105.0
FDN50,OUT019,-289.0
FDJ50,OUT013,943.0
FDP38,OUT035,943.0
FDE26,OUT027,3771.0
FDQ01,OUT027,5489.0
FDN38,OUT027,5464.0
FDX25,OUT013,2935.0
FDG26,OUT046,4131.0
FDJ50,OUT017,1071.0
FDV13,OUT017,1659.0
FDD26,OUT049,3059.0
FDY13,OUT027,2735.0
FDA37,OUT017,2237.0
FDJ02,OUT027,3866.0
FDJ26,OUT013,3470.0
FDE38,OUT018,2379.0
FDT37,OUT018,3757.0
FDS25,OUT019,-101.0
FDS25,OUT049,1857.0
FDU01,OUT013,3051.0
FDC02,OUT045,4161.0
FDE26,OUT035,2375.0
FDH02,OUT035,1605.0
FDC50,OUT013,1553.0
FDK02,OUT045,1957.0
FDR25,OUT035,4323.0
FDW49,OUT010,939.0
FDW37,OUT013,1481.0
FDF02,OUT035,1733.0
FDJ14,OUT035,1475.0
FDQ13,OUT046,1463.0
FDN50,OUT017,1719.0
